Date,Rank,Title,gross,theaters,per_theater,total_gross,Genres,Original Language,Director,Release Date (Theator),Runtime,Distributor,Prod Co.,Box Office (Gross USA)
2020/5/8,5,True History Of The Kelly Gang,"$1,909",1,"$1,909","$32,949","Crime, Drama, Biography",English (Australia),Justin Kurzel,"Apr 24, 2020",2h 4m,IFC Films,"Screen Australia, Film4, Porchlight Films, Film Victoria, Daybreak Pictures, La Cinéfacture",$33.8K
2020/5/8,6,The Burnt Orange Heresy,$145,1,$145,"$39,733",Mystery & thriller,English,Giuseppe Capotondi,"Mar 6, 2020",1h 39m,Sony Pictures Classics,"Indiana Production Company, Rumble Films",$143.8K
2020/5/15,1,The Wretched,"$150,652",21,"$7,174","$362,609",Drama,Hindi,Shlok Sharma,,2h 18m,,,
2020/5/15,2,I Still Believe,"$62,577",57,"$1,098","$10,124,770","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",1h 55m,Lionsgate Films,Kevin Downes,$9.1M
2020/5/15,3,How to Build a Girl,"$47,708",9,"$5,301","$67,510",Comedy,English (United Kingdom),Coky Giedroyc,,1h 42m,,"Film 4, Monumental Pictures, Lionsgate",$70.5K
2020/5/15,4,Circles: The Restorative Justice Project,"$5,763",3,"$1,921","$5,763",,,,,,,,
2020/5/15,5,Strike,"$5,226",2,"$2,613","$5,226",Comedy,English,Tommy Reid,,1h 30m,,,
2020/5/15,6,The Burnt Orange Heresy,$100,1,$100,"$39,833",Mystery & thriller,English,Giuseppe Capotondi,"Mar 6, 2020",1h 39m,Sony Pictures Classics,"Indiana Production Company, Rumble Films",$143.8K
2020/5/22,1,The Wretched,"$297,319",59,"$5,039","$659,928",Drama,Hindi,Shlok Sharma,,2h 18m,,,
2020/5/22,2,I Still Believe,"$40,501",84,$482,"$10,165,271","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",1h 55m,Lionsgate Films,Kevin Downes,$9.1M
2020/5/22,3,Strike,"$3,805",2,"$1,903","$9,031",Comedy,English,Tommy Reid,,1h 30m,,,
2020/5/22,4,Circles: The Restorative Justice Project,"$2,674",2,"$1,337","$8,437",,,,,,,,
2020/5/22,5,The Trip to Greece,"$1,365",3,$455,"$1,365","Comedy, Drama",English,Michael Winterbottom,"May 22, 2020",1h 52m,IFC Films,Revolution Films,$7.7K
2020/5/22,6,How to Build a Girl,"$1,347",3,$449,"$68,857",Comedy,English (United Kingdom),Coky Giedroyc,,1h 42m,,"Film 4, Monumental Pictures, Lionsgate",$70.5K
2020/5/22,7,True History Of The Kelly Gang,$324,2,$162,"$33,343","Crime, Drama, Biography",English (Australia),Justin Kurzel,"Apr 24, 2020",2h 4m,IFC Films,"Screen Australia, Film4, Porchlight Films, Film Victoria, Daybreak Pictures, La Cinéfacture",$33.8K
2020/5/22,8,The Burnt Orange Heresy,$60,1,$60,"$39,893",Mystery & thriller,English,Giuseppe Capotondi,"Mar 6, 2020",1h 39m,Sony Pictures Classics,"Indiana Production Company, Rumble Films",$143.8K
2020/5/29,-,The Wretched,"$253,717",75,"$3,383","$913,645",Drama,Hindi,Shlok Sharma,,2h 18m,,,
2020/5/29,-,I Still Believe,"$30,844",97,$318,"$10,196,115","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",1h 55m,Lionsgate Films,Kevin Downes,$9.1M
2020/5/29,-,Strike,"$1,802",1,"$1,802","$10,833",Comedy,English,Tommy Reid,,1h 30m,,,
2020/5/29,-,Circles: The Restorative Justice Project,"$1,284",1,"$1,284","$9,721",,,,,,,,
2020/5/29,-,Max Winslow and the House of Secrets,"$1,129",4,$282,"$1,129","Fantasy, Mystery & thriller",English,Sean Olson,,1h 38m,,"Skipstone Pictures, Standing Room Only Cinema",
2020/5/29,-,The Trip to Greece,$594,3,$198,"$1,959","Comedy, Drama",English,Michael Winterbottom,"May 22, 2020",1h 52m,IFC Films,Revolution Films,$7.7K
2020/5/29,-,How to Build a Girl,$298,3,$99,"$69,155",Comedy,English (United Kingdom),Coky Giedroyc,,1h 42m,,"Film 4, Monumental Pictures, Lionsgate",$70.5K
2020/5/29,-,True History Of The Kelly Gang,$53,1,$53,"$33,434","Crime, Drama, Biography",English (Australia),Justin Kurzel,"Apr 24, 2020",2h 4m,IFC Films,"Screen Australia, Film4, Porchlight Films, Film Victoria, Daybreak Pictures, La Cinéfacture",$33.8K
2020/6/5,-,The Wretched,"$310,035",99,"$3,132","$1,223,680",Drama,Hindi,Shlok Sharma,,2h 18m,,,
2020/6/5,-,Becky,"$294,432",45,"$6,543","$294,432","Romance, Comedy",,John P. McCarthy,"Nov 12, 1927",58m,Metro-Goldwyn-Mayer,,
2020/6/5,-,I Still Believe,"$43,257",109,$397,"$10,239,372","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",1h 55m,Lionsgate Films,Kevin Downes,$9.1M
2020/6/5,-,Max Winslow and the House of Secrets,"$2,632",8,$329,"$3,761","Fantasy, Mystery & thriller",English,Sean Olson,,1h 38m,,"Skipstone Pictures, Standing Room Only Cinema",
2020/6/5,-,Sex and the Future,"$1,240",2,$620,"$1,240",Comedy,English,"Luis Carlos Hueck, Ethan Zvi Kaplan","Jun 5, 2020",1h 20m,Indican Pictures,Don Kap Productions,$5.7K
2020/6/5,-,Strike,"$1,239",1,"$1,239","$12,072",Comedy,English,Tommy Reid,,1h 30m,,,
2020/6/5,-,The Gentlemen,"$1,092",3,$364,"$36,298,217","Crime, Drama, Comedy",English,Guy Ritchie,"Jan 24, 2020",1h 53m,STX Films,Toff Guy,$36.5M
2020/6/5,-,How to Build a Girl,"$1,082",4,$271,"$70,237",Comedy,English (United Kingdom),Coky Giedroyc,,1h 42m,,"Film 4, Monumental Pictures, Lionsgate",$70.5K
2020/6/5,-,The Fox Hunter,$780,1,$780,$780,Comedy,English,Patrick Shanahan,"Jun 5, 2020",1h 27m,Indican Pictures,Denim Buffalo Films,$1.5K
2020/6/5,-,The Trip to Greece,$548,4,$137,"$2,507","Comedy, Drama",English,Michael Winterbottom,"May 22, 2020",1h 52m,IFC Films,Revolution Films,$7.7K
2020/6/5,-,Circles: The Restorative Justice Project,$539,1,$539,"$10,260",,,,,,,,
2020/6/12,-,Becky,"$270,848",50,"$5,417","$565,280","Romance, Comedy",,John P. McCarthy,"Nov 12, 1927",58m,Metro-Goldwyn-Mayer,,
2020/6/12,-,The Wretched,"$243,432",99,"$2,459","$1,467,112",Drama,Hindi,Shlok Sharma,,2h 18m,,,
2020/6/12,-,Infamous,"$215,752",58,"$3,720","$215,752","Drama, Lgbtq+",English,Douglas McGrath,"Oct 13, 2006",1h 58m,Warner Independent,Jack & Henry Prods./Killer Films,$1.2M
2020/6/12,-,I Still Believe,"$34,980",113,$310,"$10,274,352","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",1h 55m,Lionsgate Films,Kevin Downes,$9.1M
2020/6/12,-,The Gentlemen,"$5,290",7,$756,"$36,303,507","Crime, Drama, Comedy",English,Guy Ritchie,"Jan 24, 2020",1h 53m,STX Films,Toff Guy,$36.5M
2020/6/12,-,Max Winslow and the House of Secrets,"$4,034",10,$403,"$7,795","Fantasy, Mystery & thriller",English,Sean Olson,,1h 38m,,"Skipstone Pictures, Standing Room Only Cinema",
2020/6/12,-,Strike,"$3,151",2,"$1,576","$15,223",Comedy,English,Tommy Reid,,1h 30m,,,
2020/6/12,-,The Trip to Greece,"$2,855",3,$952,"$5,362","Comedy, Drama",English,Michael Winterbottom,"May 22, 2020",1h 52m,IFC Films,Revolution Films,$7.7K
2020/6/12,-,Sex and the Future,$565,1,$565,"$1,805",Comedy,English,"Luis Carlos Hueck, Ethan Zvi Kaplan","Jun 5, 2020",1h 20m,Indican Pictures,Don Kap Productions,$5.7K
2020/6/12,-,The Fox Hunter,$271,1,$271,"$1,051",Comedy,English,Patrick Shanahan,"Jun 5, 2020",1h 27m,Indican Pictures,Denim Buffalo Films,$1.5K
2020/6/12,-,True History Of The Kelly Gang,$232,1,$232,"$33,666","Crime, Drama, Biography",English (Australia),Justin Kurzel,"Apr 24, 2020",2h 4m,IFC Films,"Screen Australia, Film4, Porchlight Films, Film Victoria, Daybreak Pictures, La Cinéfacture",$33.8K
2020/6/12,-,How to Build a Girl,$21,2,$11,"$70,258",Comedy,English (United Kingdom),Coky Giedroyc,,1h 42m,,"Film 4, Monumental Pictures, Lionsgate",$70.5K
2020/6/19,-,Followed,"$246,704",31,"$7,958","$249,646",Horror,English,Antoine Le,"Jun 19, 2020",1h 37m,Global View Entertainment,"Branded Pictures Entertainment, Viscape Arts",$538.1K
2020/6/19,-,Becky,"$179,860",22,"$8,175","$745,140","Romance, Comedy",,John P. McCarthy,"Nov 12, 1927",58m,Metro-Goldwyn-Mayer,,
2020/6/19,-,Infamous,"$140,388",37,"$3,794","$356,140","Drama, Lgbtq+",English,Douglas McGrath,"Oct 13, 2006",1h 58m,Warner Independent,Jack & Henry Prods./Killer Films,$1.2M
2020/6/19,-,The Wretched,"$116,570",101,"$1,154","$1,583,682",Drama,Hindi,Shlok Sharma,,2h 18m,,,
2020/6/19,-,StarDog and TurboCat,"$50,445",6,"$8,408","$50,445","Kids & family, Comedy, Adventure, Animation",English (United Kingdom),Ben Smith,"Jun 19, 2020",1h 31m,Viva Kids,"Brilliant Casting, Red Star 3D, Kaleidoscope Entertainment, Metrol Technology, Screen Yorkshire, Head Gear Films, Particular Crowd",
2020/6/19,-,I Still Believe,"$27,946",122,$229,"$10,302,298","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",1h 55m,Lionsgate Films,Kevin Downes,$9.1M
2020/6/19,-,Max Winslow and the House of Secrets,"$4,108",11,$373,"$11,903","Fantasy, Mystery & thriller",English,Sean Olson,,1h 38m,,"Skipstone Pictures, Standing Room Only Cinema",
2020/6/19,-,Babyteeth,"$3,783",12,$315,"$3,783","Comedy, Drama",English (Australia),Shannon Murphy,,1h 57m,,"Screen Australia, Whitefalk Films, Create NSW",$4.3K
2020/6/19,-,The Gentlemen,"$2,118",5,$424,"$36,305,625","Crime, Drama, Comedy",English,Guy Ritchie,"Jan 24, 2020",1h 53m,STX Films,Toff Guy,$36.5M
2020/6/19,-,The Trip to Greece,"$1,302",3,$434,"$6,664","Comedy, Drama",English,Michael Winterbottom,"May 22, 2020",1h 52m,IFC Films,Revolution Films,$7.7K
2020/6/19,-,Strike,$535,1,$535,"$15,758",Comedy,English,Tommy Reid,,1h 30m,,,
2020/6/19,-,Sex and the Future,$391,1,$391,"$2,196",Comedy,English,"Luis Carlos Hueck, Ethan Zvi Kaplan","Jun 5, 2020",1h 20m,Indican Pictures,Don Kap Productions,$5.7K
2020/6/19,-,How to Build a Girl,$374,4,$94,"$70,632",Comedy,English (United Kingdom),Coky Giedroyc,,1h 42m,,"Film 4, Monumental Pictures, Lionsgate",$70.5K
2020/6/19,-,True History Of The Kelly Gang,$150,1,$150,"$33,816","Crime, Drama, Biography",English (Australia),Justin Kurzel,"Apr 24, 2020",2h 4m,IFC Films,"Screen Australia, Film4, Porchlight Films, Film Victoria, Daybreak Pictures, La Cinéfacture",$33.8K
2020/6/26,-,Followed,"$149,883",41,"$3,656","$399,529",Horror,English,Antoine Le,"Jun 19, 2020",1h 37m,Global View Entertainment,"Branded Pictures Entertainment, Viscape Arts",$538.1K
2020/6/26,-,Becky,"$127,349",17,"$7,491","$872,489","Romance, Comedy",,John P. McCarthy,"Nov 12, 1927",58m,Metro-Goldwyn-Mayer,,
2020/6/26,-,The Wretched,"$75,957",97,$783,"$1,659,639",Drama,Hindi,Shlok Sharma,,2h 18m,,,
2020/6/26,-,Infamous,"$68,805",9,"$7,645","$424,945","Drama, Lgbtq+",English,Douglas McGrath,"Oct 13, 2006",1h 58m,Warner Independent,Jack & Henry Prods./Killer Films,$1.2M
2020/6/26,-,StarDog and TurboCat,"$29,878",4,"$7,470","$80,323","Kids & family, Comedy, Adventure, Animation",English (United Kingdom),Ben Smith,"Jun 19, 2020",1h 31m,Viva Kids,"Brilliant Casting, Red Star 3D, Kaleidoscope Entertainment, Metrol Technology, Screen Yorkshire, Head Gear Films, Particular Crowd",
2020/6/26,-,I Still Believe,"$16,023",83,$193,"$10,318,321","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",1h 55m,Lionsgate Films,Kevin Downes,$9.1M
2020/6/26,-,Max Winslow and the House of Secrets,"$8,367",13,$644,"$20,270","Fantasy, Mystery & thriller",English,Sean Olson,,1h 38m,,"Skipstone Pictures, Standing Room Only Cinema",
2020/6/26,-,The Gentlemen,"$5,067",8,$633,"$36,310,692","Crime, Drama, Comedy",English,Guy Ritchie,"Jan 24, 2020",1h 53m,STX Films,Toff Guy,$36.5M
2020/6/26,-,The Last Tree,"$4,071",63(v),$65,"$4,071",Drama,English (United Kingdom),Shola Amoo,"Jun 26, 2020",1h 40m,ArtMattan Films,"Prodigal Film & TV, British Film Institute, Privateer Pictures",
2020/6/26,-,The Trip to Greece,"$1,676",11,$152,"$8,340","Comedy, Drama",English,Michael Winterbottom,"May 22, 2020",1h 52m,IFC Films,Revolution Films,$7.7K
2020/6/26,-,Babyteeth,$724,6,$121,"$4,507","Comedy, Drama",English (Australia),Shannon Murphy,,1h 57m,,"Screen Australia, Whitefalk Films, Create NSW",$4.3K
2020/6/26,-,The Transcendents,$564,1,$564,$564,"Mystery & thriller, Music",English,Derek Ahonen,,1h 36m,,,$2.0K
2020/7/3,-,Relic,"$345,396",69,"$5,006","$345,396","Horror, Drama",English,Natalie Erika James,"Jul 10, 2020",1h 29m,IFC Midnight,"Nine Stories Productions, AGBO, Film Victoria, Carver Films, Screen Australia",$1.0M
2020/7/3,-,The Outpost,"$43,965",74,$594,"$43,965",Drama,Romanian,Peter Gothar,,1h 24m,,,
2020/7/3,-,Followed,"$42,736",90,$475,"$442,265",Horror,English,Antoine Le,"Jun 19, 2020",1h 37m,Global View Entertainment,"Branded Pictures Entertainment, Viscape Arts",$538.1K
2020/7/3,-,Becky,"$42,689",7,"$6,098","$915,178","Romance, Comedy",,John P. McCarthy,"Nov 12, 1927",58m,Metro-Goldwyn-Mayer,,
2020/7/3,-,The Wretched,"$40,590",62,$655,"$1,700,229",Drama,Hindi,Shlok Sharma,,2h 18m,,,
2020/7/3,-,Max Winslow and the House of Secrets,"$10,982",6,"$1,830","$31,252","Fantasy, Mystery & thriller",English,Sean Olson,,1h 38m,,"Skipstone Pictures, Standing Room Only Cinema",
2020/7/3,-,I Still Believe,"$10,116",68,$149,"$10,328,437","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",1h 55m,Lionsgate Films,Kevin Downes,$9.1M
2020/7/3,-,The Gentlemen,"$4,518",13,$348,"$36,315,210","Crime, Drama, Comedy",English,Guy Ritchie,"Jan 24, 2020",1h 53m,STX Films,Toff Guy,$36.5M
2020/7/3,-,Infamous,"$4,203",4,"$1,051","$429,148","Drama, Lgbtq+",English,Douglas McGrath,"Oct 13, 2006",1h 58m,Warner Independent,Jack & Henry Prods./Killer Films,$1.2M
2020/7/3,-,The Last Tree,"$3,584",73(v),$49,"$7,655",Drama,English (United Kingdom),Shola Amoo,"Jun 26, 2020",1h 40m,ArtMattan Films,"Prodigal Film & TV, British Film Institute, Privateer Pictures",
2020/7/3,-,The Truth,"$2,777",10,$278,"$2,777",Mystery & thriller,English,Ryan Barton-Grimley,,1h 36m,,RBG Films,
2020/7/3,-,Sex and the Future,$811,1,$811,"$3,101",Comedy,English,"Luis Carlos Hueck, Ethan Zvi Kaplan","Jun 5, 2020",1h 20m,Indican Pictures,Don Kap Productions,$5.7K
2020/7/3,-,StarDog and TurboCat,$75,2,$38,"$80,398","Kids & family, Comedy, Adventure, Animation",English (United Kingdom),Ben Smith,"Jun 19, 2020",1h 31m,Viva Kids,"Brilliant Casting, Red Star 3D, Kaleidoscope Entertainment, Metrol Technology, Screen Yorkshire, Head Gear Films, Particular Crowd",
2020/7/10,-,Relic,"$302,672",126,"$2,402","$648,068","Horror, Drama",English,Natalie Erika James,"Jul 10, 2020",1h 29m,IFC Midnight,"Nine Stories Productions, AGBO, Film Victoria, Carver Films, Screen Australia",$1.0M
2020/7/10,-,Archive,"$79,869",26,"$3,072","$79,869",Sci-fi,English (United Kingdom),Gavin Rothery,"Jul 10, 2020",1h 45m,Vertical Entertainment,"Metrol Technology, Independent, Head Gear Films, Hero Squared, Untapped",$118.7K
2020/7/10,-,Followed,"$43,801",100,$438,"$486,066",Horror,English,Antoine Le,"Jun 19, 2020",1h 37m,Global View Entertainment,"Branded Pictures Entertainment, Viscape Arts",$538.1K
2020/7/10,-,The Outpost,"$32,674",81,$403,"$76,639",Drama,Romanian,Peter Gothar,,1h 24m,,,
2020/7/10,-,The Wretched,"$21,584",44,$491,"$1,721,813",Drama,Hindi,Shlok Sharma,,2h 18m,,,
2020/7/10,-,I Still Believe,"$9,632",50,$193,"$10,338,069","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",1h 55m,Lionsgate Films,Kevin Downes,$9.1M
2020/7/10,-,The Gentlemen,"$7,040",19,$371,"$36,322,250","Crime, Drama, Comedy",English,Guy Ritchie,"Jan 24, 2020",1h 53m,STX Films,Toff Guy,$36.5M
2020/7/10,-,The Truth,"$2,496",9,$277,"$5,273",Mystery & thriller,English,Ryan Barton-Grimley,,1h 36m,,RBG Films,
2020/7/10,-,Guest Artist,"$1,786",2,$893,"$1,786",Drama,English,Timothy Busfield,,1h 14m,,Grand River Productions,$7.0K
2020/7/10,-,The Last Tree,"$1,692",63(v),$27,"$9,347",Drama,English (United Kingdom),Shola Amoo,"Jun 26, 2020",1h 40m,ArtMattan Films,"Prodigal Film & TV, British Film Institute, Privateer Pictures",
2020/7/10,-,The Fox Hunter,$526,1,$526,"$1,577",Comedy,English,Patrick Shanahan,"Jun 5, 2020",1h 27m,Indican Pictures,Denim Buffalo Films,$1.5K
2020/7/10,-,The Transcendents,$526,1,$526,"$1,090","Mystery & thriller, Music",English,Derek Ahonen,,1h 36m,,,$2.0K
2020/7/17,-,Relic,"$254,326",133,"$1,912","$902,394","Horror, Drama",English,Natalie Erika James,"Jul 10, 2020",1h 29m,IFC Midnight,"Nine Stories Productions, AGBO, Film Victoria, Carver Films, Screen Australia",$1.0M
2020/7/17,-,The Outpost,"$61,698",79,$781,"$138,337",Drama,Romanian,Peter Gothar,,1h 24m,,,
2020/7/17,-,Archive,"$59,724",18,"$3,318","$139,593",Sci-fi,English (United Kingdom),Gavin Rothery,"Jul 10, 2020",1h 45m,Vertical Entertainment,"Metrol Technology, Independent, Head Gear Films, Hero Squared, Untapped",$118.7K
2020/7/17,-,Followed,"$41,463",75,$553,"$527,529",Horror,English,Antoine Le,"Jun 19, 2020",1h 37m,Global View Entertainment,"Branded Pictures Entertainment, Viscape Arts",$538.1K
2020/7/17,-,The Wretched,"$26,535",34,$780,"$1,748,348",Drama,Hindi,Shlok Sharma,,2h 18m,,,
2020/7/17,-,The Gentlemen,"$10,231",33,$310,"$36,332,481","Crime, Drama, Comedy",English,Guy Ritchie,"Jan 24, 2020",1h 53m,STX Films,Toff Guy,$36.5M
2020/7/17,-,Human Capital,"$6,596",5,"$1,319","$6,596",Drama,Italian,Paolo Virzì,,1h 49m,,"Doco Digital, RAI Cinema, Motorino Amaranto, Indiana Production Company",$157.3K
2020/7/17,-,I Still Believe,"$6,123",41,$149,"$10,344,192","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",1h 55m,Lionsgate Films,Kevin Downes,$9.1M
2020/7/17,-,The Truth,"$2,933",12,$244,"$8,206",Mystery & thriller,English,Ryan Barton-Grimley,,1h 36m,,RBG Films,
2020/7/17,-,Guest Artist,"$1,638",2,$819,"$3,424",Drama,English,Timothy Busfield,,1h 14m,,Grand River Productions,$7.0K
2020/7/17,-,The Painted Bird,$754,6,$126,$754,Drama,Czech,Václav Marhoul,"Jul 17, 2020",2h 49m,IFC Films,"PubRes, Silver Screen Partners II",$1.3K
2020/7/24,1,The Rental,"$598,510",250,"$2,394","$598,510","Horror, Comedy",English,"Mike Campbell, Todd Johnson",,1h 35m,,3 Roses Entertainment,
2020/7/24,2,The Big Ugly,"$229,382",68,"$3,373","$229,382","Crime, Drama",English,Scott Wiper,,1h 46m,,4G Vision,$502.4K
2020/7/24,-,Relic,"$90,683",85,"$1,067","$993,077","Horror, Drama",English,Natalie Erika James,"Jul 10, 2020",1h 29m,IFC Midnight,"Nine Stories Productions, AGBO, Film Victoria, Carver Films, Screen Australia",$1.0M
2020/7/24,-,The Wretched,"$29,540",24,"$1,231","$1,777,888",Drama,Hindi,Shlok Sharma,,2h 18m,,,
2020/7/24,-,The Outpost,"$18,021",63,$286,"$156,358",Drama,Romanian,Peter Gothar,,1h 24m,,,
2020/7/24,-,The Gentlemen,"$10,320",29,$356,"$36,342,801","Crime, Drama, Comedy",English,Guy Ritchie,"Jan 24, 2020",1h 53m,STX Films,Toff Guy,$36.5M
2020/7/24,-,Followed,"$6,773",6,"$1,129","$534,302",Horror,English,Antoine Le,"Jun 19, 2020",1h 37m,Global View Entertainment,"Branded Pictures Entertainment, Viscape Arts",$538.1K
2020/7/24,-,I Still Believe,"$3,792",25,$152,"$10,347,984","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",1h 55m,Lionsgate Films,Kevin Downes,$9.1M
2020/7/24,-,Guest Artist,"$1,293",1,"$1,293","$4,717",Drama,English,Timothy Busfield,,1h 14m,,Grand River Productions,$7.0K
2020/7/24,-,The Truth,$719,6,$120,"$8,925",Mystery & thriller,English,Ryan Barton-Grimley,,1h 36m,,RBG Films,
2020/7/24,-,The Painted Bird,$706,8,$88,"$1,460",Drama,Czech,Václav Marhoul,"Jul 17, 2020",2h 49m,IFC Films,"PubRes, Silver Screen Partners II",$1.3K
2020/7/31,1,The Rental,"$456,222",242,"$1,885","$1,054,732","Horror, Comedy",English,"Mike Campbell, Todd Johnson",,1h 35m,,3 Roses Entertainment,
2020/7/31,2,The Big Ugly,"$145,168",68,"$2,135","$374,550","Crime, Drama",English,Scott Wiper,,1h 46m,,4G Vision,$502.4K
2020/7/31,-,Summerland,"$38,335",99,$387,"$38,335",Comedy,Icelandic,Grímur Hákonarson,,1h 25m,,,
2020/7/31,-,The Wretched,"$20,362",22,$926,"$1,798,250",Drama,Hindi,Shlok Sharma,,2h 18m,,,
2020/7/31,-,Relic,"$14,395",36,$400,"$1,007,472","Horror, Drama",English,Natalie Erika James,"Jul 10, 2020",1h 29m,IFC Midnight,"Nine Stories Productions, AGBO, Film Victoria, Carver Films, Screen Australia",$1.0M
2020/7/31,-,The Outpost,"$12,773",43,$297,"$169,131",Drama,Romanian,Peter Gothar,,1h 24m,,,
2020/7/31,-,The Gentlemen,"$9,403",36,$261,"$36,352,204","Crime, Drama, Comedy",English,Guy Ritchie,"Jan 24, 2020",1h 53m,STX Films,Toff Guy,$36.5M
2020/7/31,-,I Still Believe,"$4,575",32,$143,"$10,352,559","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",1h 55m,Lionsgate Films,Kevin Downes,$9.1M
2020/7/31,-,Killer Raccoons 2: Dark Christmas in the Dark,"$4,476",4,"$1,119","$4,476","Holiday, Comedy, Action",English,Travis Irvine,,1h 36m,,"Overbites Pictures, Studio Vista",$15.1K
2020/7/31,-,What We Found,"$3,931",8,$491,"$3,931",Mystery & thriller,English,Ben Hickernell,"Jul 31, 2020",1h 50m,,"Reconstruction Pictures, Create Entertainment",$6.8K
2020/7/31,-,Followed,"$3,389",6,$565,"$537,691",Horror,English,Antoine Le,"Jun 19, 2020",1h 37m,Global View Entertainment,"Branded Pictures Entertainment, Viscape Arts",$538.1K
2020/7/31,-,Guest Artist,"$1,189",1,"$1,189","$5,906",Drama,English,Timothy Busfield,,1h 14m,,Grand River Productions,$7.0K
2020/7/31,-,The Truth,$429,5,$86,"$9,354",Mystery & thriller,English,Ryan Barton-Grimley,,1h 36m,,RBG Films,
2020/8/7,1,The Tax Collector,"$430,423",129,"$3,337","$430,423","Mystery & thriller, Crime, Drama",English,David Ayer,"Aug 7, 2020",1h 35m,RLJE Films,"Kodiak Pictures, Cedar Creek Productions, Faster Horse Pictures, Cross Creek Pictures",$942.7K
2020/8/7,-,The Rental,"$224,544",178,"$1,261","$1,279,276","Horror, Comedy",English,"Mike Campbell, Todd Johnson",,1h 35m,,3 Roses Entertainment,
2020/8/7,-,Train to Busan Presents: Peninsula,"$194,086",48,"$4,043","$194,086","Horror, Mystery & thriller, Action",Korean,Yeon Sang-ho,"Aug 21, 2020",1h 56m,Well Go USA Entertainment,"Movic Comics, RedPeter Film, Next Entertainment World",$1.2M
2020/8/7,-,The Big Ugly,"$105,583",36,"$2,933","$480,133","Crime, Drama",English,Scott Wiper,,1h 46m,,4G Vision,$502.4K
2020/8/7,-,Made in Italy,"$52,332",111,$471,"$52,332","Comedy, Drama",English (United Kingdom),James D'Arcy,"Aug 7, 2020",1h 34m,IFC Films,"CrossDay Productions Ltd., Indiana Production Company",$101.1K
2020/8/7,-,The Burnt Orange Heresy,"$40,988",110,$373,"$80,881",Mystery & thriller,English,Giuseppe Capotondi,"Mar 6, 2020",1h 39m,Sony Pictures Classics,"Indiana Production Company, Rumble Films",$143.8K
2020/8/7,-,Becky,"$39,081",15,"$2,605","$1,002,852","Romance, Comedy",,John P. McCarthy,"Nov 12, 1927",58m,Metro-Goldwyn-Mayer,,
2020/8/7,-,Relic,"$26,414",31,$852,"$1,033,886","Horror, Drama",English,Natalie Erika James,"Jul 10, 2020",1h 29m,IFC Midnight,"Nine Stories Productions, AGBO, Film Victoria, Carver Films, Screen Australia",$1.0M
2020/8/7,-,Juvenile Delinquents,"$16,060",1,"$16,060","$16,060",Drama,English,Neil Goss,,1h 58m,,"Big Bull Productions, Buffalo 8 Productions",$34.3K
2020/8/7,-,Summerland,"$11,949",68,$176,"$50,284",Comedy,Icelandic,Grímur Hákonarson,,1h 25m,,,
2020/8/7,-,The Outpost,"$7,732",26,$297,"$176,863",Drama,Romanian,Peter Gothar,,1h 24m,,,
2020/8/7,-,The Wretched,"$7,642",16,$478,"$1,805,892",Drama,Hindi,Shlok Sharma,,2h 18m,,,
2020/8/7,-,I Still Believe,"$7,328",24,$305,"$10,359,887","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",1h 55m,Lionsgate Films,Kevin Downes,$9.1M
2020/8/7,-,The Gentlemen,"$7,145",38,$188,"$36,359,349","Crime, Drama, Comedy",English,Guy Ritchie,"Jan 24, 2020",1h 53m,STX Films,Toff Guy,$36.5M
2020/8/7,-,What We Found,"$2,241",7,$320,"$6,172",Mystery & thriller,English,Ben Hickernell,"Jul 31, 2020",1h 50m,,"Reconstruction Pictures, Create Entertainment",$6.8K
2020/8/7,-,Killer Raccoons 2: Dark Christmas in the Dark,"$1,839",3,$613,"$6,315","Holiday, Comedy, Action",English,Travis Irvine,,1h 36m,,"Overbites Pictures, Studio Vista",$15.1K
2020/8/7,-,Followed,$488,3,$163,"$538,179",Horror,English,Antoine Le,"Jun 19, 2020",1h 37m,Global View Entertainment,"Branded Pictures Entertainment, Viscape Arts",$538.1K
2020/8/7,-,The Truth,$265,3,$88,"$9,619",Mystery & thriller,English,Ryan Barton-Grimley,,1h 36m,,RBG Films,
